cyclomatic_complexity,halstead_volume,maintainability_index,loc,defect_risk,source
4,3424.84,92.16,9,Low,nasa_kc1
2,215.57,100,2,Low,nasa_pc1
7,10,100,1,Low,nasa_kc2
3,600.46,85.87,11,Low,synthetic
3,985.52,78.32,32,Low,nasa_kc1
4,2975.67,34.23531138479997,86,Medium,nasa_kc1
23,5647.13,47.04220083619135,31,High,nasa_kc1
12,4972.97,34.432886128911086,73,High,nasa_kc2
1,10,100,15,Low,nasa_kc1
21,4360.2,45.82,508,High,synthetic
3,4121.54,53.08,96,Medium,nasa_kc1
21,10779.79,33.4,431,High,synthetic
17,8691.06,12.28,424,High,synthetic
3,3153.64,100,1,Low,nasa_kc1
5,5756.04,47.63042645292414,25,Medium,nasa_kc1
4,7102.04,40.01899479263361,83,Medium,nasa_pc1
1,761.19,96.01,12,Low,nasa_kc2
5,6728.31,47.87,110,Medium,nasa_kc1
4,792.22,86.05,21,Low,nasa_kc1
10,2965.22,74.92,99,Medium,synthetic
19,4632.72,13.89,219,High,synthetic
2,1398.21,92.62,12,Low,nasa_kc1
4,119.49,100,6,Low,nasa_pc1
20,3112.79,46.49,124,High,nasa_kc1
12,5301.33,16.28,285,High,synthetic
1,702.48,100,1,Low,nasa_pc1
3,10,100,5,Low,nasa_pc1
7,1192.52,91.32,35,Low,synthetic
1,1138.5,75.25,38,Low,nasa_kc1
14,10,77.06067653491712,39,Medium,nasa_pc1
1,1181.59,100,3,Low,nasa_kc1
1,10,100,18,Low,nasa_pc1
26,7748.5,31.83,210,High,nasa_kc1
29,16546.38,0.4845398256785316,377,High,nasa_kc1
3,2394.48,48.258696968948485,60,Medium,nasa_pc1
6,876.69,74.62,40,Low,nasa_kc1
12,2601.97,50.2,117,Medium,nasa_pc1
6,2117.92,54.12,98,Medium,synthetic
7,4650.57,60.81,145,Medium,synthetic
12,762.07,89.29208706383794,1,Low,nasa_kc2
30,7915.31,84.06666733542951,1,Medium,nasa_kc1
1,68.28,100,20,Low,nasa_kc1
10,1469.15,61.06,230,Medium,synthetic
9,5634.31,100,1,Medium,nasa_kc2
4,3421.39,50.34,119,Medium,nasa_kc2
3,777.76,97.24,80,Low,synthetic
1,692.06,100,8,Low,nasa_kc1
1,10,95.1,51,Low,nasa_kc1
10,7436.14,45.91,112,Medium,nasa_kc1
4,180.98,90.03,5,Low,synthetic
1,570.72,78.63,80,Low,synthetic
2,10,100,2,Low,nasa_pc1
7,3291.61,64.06,84,Medium,synthetic
8,8144.01,67.23,30,Medium,nasa_kc1
1,10,100,1,Low,nasa_kc1
13,2526.14,44.853884243770594,58,Medium,nasa_kc1
3,1334.26,85.19,19,Low,nasa_kc1
35,6204.26,41.97,273,High,synthetic
25,13231.2,44.18385520600677,30,High,nasa_kc1
1,1041.64,100,1,Low,nasa_kc1
1,2719.78,77.5,25,Low,nasa_kc2
21,8821.13,34.82,230,High,synthetic
1,583.64,83.1,29,Low,nasa_kc1
21,5093.38,42.2,136,High,nasa_kc1
1,120.9,100,10,Low,nasa_kc1
8,1593.77,59.59,213,Medium,synthetic
1,175.26,77.05,62,Low,nasa_kc1
3,743.15,88.23,19,Low,nasa_kc1
4,5190.17,100,1,Low,nasa_kc1
1,516.34,86.8,24,Low,nasa_kc2
23,16479.21,9.029164014640191,170,High,nasa_kc1
5,2056.38,56.51139530976428,48,Medium,nasa_kc2
1,355.63,100,5,Low,nasa_pc1
1,10,100,7,Low,nasa_kc1
1,4566.37,66.4,42,Medium,nasa_kc1
5,819.51,86.5,10,Low,synthetic
5,5970.97,67.04,35,Medium,nasa_pc1
6,1007.84,81.15,45,Low,synthetic
3,4484.57,65.65,43,Medium,nasa_kc1
25,11159.43,14.92,538,High,nasa_kc1
5,10,100,19,Low,nasa_kc1
6,1383.9,65.21,156,Medium,synthetic
1,301.64,100,1,Low,nasa_pc1
1,276.4,92.22,21,Low,nasa_pc1
6,950.6,98.37,9,Low,nasa_pc1
1,10,100,29,Low,nasa_kc1
26,7150.42,4.473375022289332,264,High,nasa_kc1
1,884.96,62.41,91,Low,nasa_kc1
3,672.26,100,1,Low,nasa_kc1
10,3086.05,72.22,123,Medium,synthetic
7,472.74,84.6,85,Low,synthetic
31,10343.62,32.52,341,High,synthetic
8,3829.72,52.83,93,Medium,nasa_kc1
5,534.07,79.14,36,Low,nasa_pc1
4,2802.55,60.44,68,Medium,nasa_kc1
6,3488.46,52.44,101,Medium,nasa_kc1
34,14496.26,6.998902898297635,316,High,nasa_kc1
1,5051.05,56.92,73,Medium,nasa_kc1
1,111.79,100,1,Low,nasa_kc2
1,188.03,100,14,Low,nasa_pc1
4,10,100,6,Low,nasa_kc1
6,251.14,75.75,28,Low,synthetic
2,414.22,100,2,Low,nasa_pc1
28,11685.78,21.01,530,High,synthetic
1,10,100,28,Low,nasa_pc1
15,5268.16,35.09,267,High,synthetic
17,452.04,37.4343489413002,224,High,nasa_kc1
25,5695.75,26.54,326,High,nasa_kc1
1,268.65,100,4,Low,nasa_kc1
2,10,89.51,71,Low,nasa_pc1
34,6794.21,46.15,258,High,synthetic
4,1084.02,81.54,67,Low,synthetic
6,992.02,79.76,28,Low,nasa_kc1
22,14099.14,1.314334421223215,436,High,nasa_kc1
5,10,100,30,Low,nasa_kc1
12,1744.81,56.0041114195181,47,Medium,nasa_kc2
1,502.67,100,1,Low,nasa_pc1
1,736.95,77.94,37,Low,nasa_kc1
4,2332.51,63.98,58,Medium,nasa_pc1
9,2009.7,53.75,144,Medium,synthetic
1,1218.99,100,3,Low,nasa_kc1
15,9097.47,46.55,94,High,nasa_kc1
28,6352.28,29.7,546,High,synthetic
2,3375.38,62.1439347853626,25,Medium,nasa_kc2
1,601.77,95.94,13,Low,nasa_pc1
5,992.44,83.92,56,Low,synthetic
2,39.45,100,1,Low,nasa_pc1
9,9634.71,40.61,145,High,nasa_kc1
23,7849.1,3.708489564322214,437,High,nasa_kc1
2,10,91.19,64,Low,nasa_kc1
3,1415.36,73.65,38,Low,nasa_kc1
10,3017.83,54.23,93,Medium,synthetic
3,10,96.31,46,Low,nasa_kc1
3,10,98.58,40,Low,nasa_kc1
12,10070.62,0.48823253226370156,299,High,nasa_kc1
1,669.91,78.88,36,Low,nasa_kc1
6,189.71,84.38,97,Low,synthetic
18,4304.8,55.23,67,High,nasa_kc1
3,734.63,98.69,10,Low,nasa_kc1
15,3449.56,25.405341534422973,171,High,nasa_kc1
10,10,84.95,84,Low,nasa_pc1
1,10,100,32,Low,nasa_pc1
4,492.76,100,4,Low,nasa_pc1
8,3223.34,69.15,142,Medium,synthetic
19,6978.04,100,1,Medium,nasa_kc1
1,305.38,100,2,Low,nasa_pc1
1,1247.76,100,1,Low,nasa_kc1
1,788.34,79.94,32,Low,nasa_pc1
14,1431.13,41.46570503675173,119,Medium,nasa_kc2
1,10,100,24,Low,nasa_pc1
4,339.43,87.63,25,Low,nasa_pc1
2,1042.99,100,1,Low,nasa_kc1
4,1981.99,75.5,30,Low,nasa_kc1
6,240.86,81.25,32,Low,synthetic
2,496.32,100,1,Low,nasa_pc1
2,271.94,86.84,29,Low,nasa_pc1
1,10,100,34,Low,nasa_kc1
7,930.0,75.35,37,Low,nasa_kc2
10,10,100,1,Low,nasa_kc1
7,1248.2,66.54,58,Low,nasa_pc1
5,10,100,9,Low,nasa_kc1
9,8869.06,27.195654378457263,115,High,nasa_pc1
30,4398.14,19.52,428,High,synthetic
3,10,92.56,58,Low,nasa_pc1
6,2596.26,65.69,49,Medium,nasa_pc1
2,10,100,1,Low,nasa_pc1
8,1523.88,59.76,182,Medium,synthetic
20,9830.45,9.560050502581602,381,High,nasa_kc1
6,708.66,96.98,45,Low,synthetic
3,730.29,96.35,5,Low,synthetic
3,297.6,100,1,Low,nasa_pc1
9,10,96.8,41,Low,nasa_kc2
4,232.95,50.966199257012406,89,Low,nasa_pc1
13,6184.69,30.68380967010302,160,High,nasa_pc1
7,7549.94,51.18,84,Medium,nasa_kc1
8,4816.36,62.02,49,Medium,nasa_kc1
6,10,80.78,115,Low,nasa_kc1
4,3619.03,81.57,17,Low,nasa_pc1
4,287.79,89.66912396046268,8,Low,nasa_pc1
1,100.8,100,16,Low,nasa_pc1
6,360.62,79.75,45,Low,synthetic
3,10,100,1,Low,nasa_kc1
8,4820.43,100,1,Medium,nasa_kc1
3,3530.44,100,1,Low,nasa_pc1
2,346.57,94.61,33,Low,synthetic
2,1183.32,72.81,43,Low,nasa_kc1
1,1309.39,69.44,52,Low,nasa_pc1
1,5894.3,66.28,39,Medium,nasa_kc1
9,800.55,59.24,102,Medium,nasa_kc1
11,2316.86,56.24,92,Medium,synthetic
14,7869.05,53.26,66,High,nasa_kc1
7,468.0,91.28,71,Low,synthetic
8,10,80.32,115,Low,nasa_kc2
6,5321.31,66.08,38,Medium,nasa_kc1
8,1746.61,81.02,21,Low,nasa_kc1
1,557.08,94.02,15,Low,nasa_pc1
29,11461.23,0,419,High,nasa_kc1
3,2218.45,92.94,10,Low,nasa_pc1
1,140.93,100,5,Low,nasa_pc1
4,10820.34,100,3,Medium,nasa_kc2
5,10,100,29,Low,nasa_kc1
29,11249.25,1.9860389373219434,404,High,nasa_kc1
2,494.49,83.18,30,Low,nasa_kc1
1,545.19,81.36,33,Low,nasa_kc1
14,4681.68,67.72,231,High,synthetic
30,6201.05,44.97,462,High,synthetic
1,786.92,81.97,11,Low,synthetic
2,10,100,5,Low,nasa_pc1
2,520.38,100,10,Low,nasa_pc1
1,542.47,95.28,14,Low,nasa_kc2
4,590.4,92.6,15,Low,synthetic
3,434.97,90.19,20,Low,nasa_kc1
8,1473.95,69.3,200,Medium,synthetic
16,13365.33,30.91,574,High,synthetic
16,1001.21,35.40803338296872,189,High,nasa_kc1
1,348.48,100,9,Low,nasa_pc1
2,10,100,24,Low,nasa_kc1
17,3215.39,75.3679936338651,1,Medium,nasa_kc2
7,6643.67,35.46,231,High,nasa_kc1
11,7704.76,51.77,76,High,nasa_kc1
7,10,77.27229751078826,1,Low,nasa_kc1
18,8736.74,37.22030266317425,43,High,nasa_kc1
1,1313.46,65.08,68,Low,nasa_kc1
14,1847.27,74.04,183,Medium,synthetic
11,3120.44,65.33,109,Medium,synthetic
5,3651.54,51.78605040993465,26,Medium,nasa_kc1
3,1482.08,44.6615515157324,52,Low,nasa_kc1
1,644.09,100,7,Low,nasa_pc1
7,1135.67,93.43,82,Low,synthetic
1,1132.75,58.65,106,Low,nasa_kc1
3,10,100,1,Low,nasa_pc1
4,5077.86,74.92,23,Medium,nasa_kc1
1,455.83,87.45,24,Low,nasa_kc1
2,186.64,100,1,Low,nasa_kc2
11,3829.67,50.44,131,Medium,synthetic
1,10,100,13,Low,nasa_kc2
4,321.12,89.27,23,Low,nasa_kc1
2,538.8,100,9,Low,nasa_pc1
3,7480.4,30.50426918109626,170,High,nasa_kc1
2,522.59,100,1,Low,nasa_kc2
2,951.66,100,1,Low,nasa_kc1
4,813.26,76.31,38,Low,nasa_pc1
5,5850.59,34.9645511041498,137,Medium,nasa_pc1
1,71.08,100,8,Low,nasa_kc2
3,88.05,90.38,33,Low,nasa_kc2
1,10,100,28,Low,nasa_pc1
16,4957.4,53.61,559,High,synthetic
5,705.46,98.97,82,Low,synthetic
8,774.92,70.6931213596003,8,Low,nasa_kc1
28,3120.06,37.805182871787615,74,High,nasa_kc1
4,59.36,100,6,Low,nasa_kc1
5,10,100,1,Low,nasa_kc1
2,473.65,100,7,Low,nasa_pc1
1,1328.52,100,1,Low,nasa_kc1
5,1200.67,99.29,8,Low,nasa_pc1
2,9552.35,20.813849740701894,155,High,nasa_kc2
1,298.53,81.79,39,Low,nasa_kc2
29,12984.63,1.338418725943228,293,High,nasa_kc1
3,559.3,85.27,25,Low,nasa_pc1
5,920.77,70.57043608451943,19,Low,nasa_kc1
12,6612.66,43.85104548839722,30,High,nasa_kc2
1,342.71,92.72,19,Low,nasa_pc1
1,10,100,1,Low,nasa_kc1
1,405.16,100,1,Low,nasa_pc1
1,277.49,82.17,39,Low,nasa_pc1
1,10,82.65,110,Low,nasa_kc1
3,370.26,100,1,Low,nasa_kc1
10,3454.65,35.75320716185149,122,Medium,nasa_pc1
29,9803.11,14.64,551,High,synthetic
2,2036.5,74.28,33,Low,nasa_pc1
1,2410.96,54.57,107,Medium,nasa_kc1
12,6319.25,47.65,103,High,nasa_kc2
1,775.69,100,1,Low,nasa_kc1
3,2610.32,100,1,Low,nasa_pc1
2,1539.47,100,1,Low,nasa_kc1
7,5394.63,64.55,41,Medium,nasa_kc1
2,10,100,4,Low,nasa_pc1
2,1475.7,62.02,78,Low,nasa_kc2
2,221.39,100,3,Low,nasa_pc1
4,1109.47,100,1,Low,nasa_kc1
9,1851.92,57.22,130,Medium,synthetic
5,1034.41,89.7,52,Low,synthetic
7,3339.0,52.59,198,Medium,synthetic
5,5543.07,47.74,118,Medium,nasa_pc1
21,6611.76,15.652371435667671,131,High,nasa_kc1
33,10437.13,8.20246913032032,245,High,nasa_kc1
3,10,80.069048090253,66,Low,nasa_kc2
1,124.21,100,10,Low,nasa_kc1
1,242.21,83.73,37,Low,nasa_pc1
3,386.13,96.59,14,Low,nasa_kc2
7,1169.87,98.55,69,Low,synthetic
4,10,92.61,57,Low,nasa_kc1
3,1059.42,99.0,29,Low,synthetic
2,761.2,79.81,39,Low,synthetic
1,158.52,89.33,30,Low,nasa_kc1
8,2437.99,39.319439935103276,66,Medium,nasa_kc2
5,3414.25,98.52,6,Low,nasa_kc2
2,5690.07,52.5,91,Medium,nasa_kc1
33,10305.2,0,336,High,nasa_kc1
18,12550.2,39.57,125,High,nasa_kc1
25,13523.04,28.57,425,High,synthetic
1,4301.28,42.43,188,Medium,nasa_pc1
7,4895.87,65.49,247,Medium,synthetic
1,453.86,77.65,44,Low,nasa_kc1
3,1056.01,71.06,49,Low,nasa_kc1
11,2308.48,73.56,207,Medium,synthetic
3,1359.24,63.29,73,Low,nasa_kc1
4,10,100,27,Low,nasa_kc1
4,1683.78,67.13,53,Low,nasa_kc1
1,1403.6,70.37,48,Low,nasa_pc1
13,1312.76,62.91,118,Medium,synthetic
22,10575.24,5.48529308069714,191,High,nasa_kc1
12,4061.11,41.74,171,High,nasa_kc2
13,1448.11,74.26,151,Medium,synthetic
13,4209.33,73.63,167,High,synthetic
6,810.83,70.88899845221565,3,Low,nasa_kc1
1,1241.62,83.49,92,Low,synthetic
8,6274.08,40.3,172,High,nasa_kc1
3,732.34,76.66,39,Low,nasa_pc1
1,10,100,12,Low,nasa_pc1
1,10,100,1,Low,nasa_pc1
20,6923.1,27.73,561,High,synthetic
1,10,100,1,Low,nasa_kc1
3,988.02,93.31,96,Low,synthetic
13,5972.65,14.873056080405725,240,High,nasa_kc2
3,274.29,100,7,Low,nasa_kc1
7,4490.18,56.27,115,Medium,synthetic
13,3125.14,50.91,104,Medium,synthetic
6,3426.56,95.77,7,Low,nasa_kc1
10,6393.87,100,1,Medium,nasa_kc1
4,2612.76,62.84,60,Medium,nasa_pc1
1,228.68,76.63,49,Low,synthetic
2,10,97.26,44,Low,nasa_kc1
5,10,100,1,Low,nasa_kc1
4,1821.11,58.69,87,Medium,nasa_pc1
1,32.04,100,1,Low,nasa_pc1
2,2624.75,100,1,Low,nasa_pc1
12,14363.48,19.82,286,High,synthetic
3,58.76,100,13,Low,nasa_kc2
27,9780.91,23.28,517,High,synthetic
3,10,100,1,Low,nasa_pc1
2,7992.01,60.44,50,Medium,nasa_kc1
4,169.46,97.52,87,Low,synthetic
4,10,100,1,Low,nasa_kc1
7,1398.13,88.11,95,Low,synthetic
4,1850.24,86.04,16,Low,nasa_pc1
6,6068.54,70.93,27,Medium,nasa_kc1
12,3429.86,61.29,54,Medium,nasa_pc1
1,2343.32,77.64,26,Low,nasa_kc1
1,62.1,100,6,Low,nasa_pc1
12,10,73.45334606376169,71,Medium,nasa_pc1
12,13478.76,33.18117347272825,79,High,nasa_kc1
22,13864.24,31.09,193,High,nasa_kc1
3,266.78,83.21,36,Low,nasa_kc2
4,767.94,89.63,17,Low,nasa_kc1
1,10,100,1,Low,nasa_kc2
5,79.08,57.253254619370665,107,Low,nasa_pc1
8,4779.36,51.4,99,Medium,synthetic
3,583.01,76.34,94,Low,synthetic
21,10802.96,18.56,259,High,synthetic
1,10,100,17,Low,nasa_pc1
1,162.01,92.17,25,Low,nasa_pc1
22,9259.0,24.4,332,High,nasa_kc1
3,7284.81,28.62,362,High,nasa_kc1
6,3926.13,76.12096924501165,1,Medium,nasa_kc1
1,1280.52,85.86,19,Low,nasa_kc1
4,789.13,100,7,Low,nasa_kc1
1,1375.41,49.8,172,Medium,nasa_kc2
1,238.57,92.23,22,Low,nasa_kc1
1,192.97,100,12,Low,nasa_pc1
6,4912.06,73.14,197,Medium,synthetic
20,13419.3,48.38,238,High,synthetic
2,686.64,88.87,19,Low,nasa_kc2
1,894.76,84.63,23,Low,nasa_kc1
1,436.18,92.34,18,Low,nasa_pc1
1,4239.07,59.71,65,Medium,nasa_pc1
1,683.78,68.71,67,Low,nasa_pc1
5,683.04,76.56,39,Low,nasa_kc1
1,10,100,13,Low,nasa_pc1
12,3802.1,50.75,175,High,synthetic
2,2064.95,100,4,Low,nasa_pc1
29,9643.99,54.99,518,High,synthetic
13,1587.06,47.32838433436918,32,Medium,nasa_kc1
3,47.53,100,1,Low,nasa_kc1
13,106.12,40.78296221437526,180,Medium,nasa_kc2
1,10,100,16,Low,nasa_kc1
1,779.13,84.66,24,Low,nasa_kc1
4,3423.07,100,1,Low,nasa_kc1
4,234.92,100,9,Low,nasa_kc2
4,480.33,100,4,Low,nasa_kc1
34,8257.83,20.27,405,High,synthetic
3,15.47,100,26,Low,nasa_kc1
1,1191.36,96.64,10,Low,nasa_kc1
7,585.52,94.01,66,Low,synthetic
1,10,100,2,Low,nasa_pc1
4,3579.29,64.48,49,Medium,nasa_kc1
32,14437.69,14.9,521,High,synthetic
13,10,95.11,43,Low,nasa_pc1
8,3546.74,64.93,176,Medium,synthetic
4,10,85.37740873616939,40,Low,nasa_kc1
10,10,70.22055552067908,62,Low,nasa_kc2
1,10,100,11,Low,nasa_kc1
21,7815.14,40.7,130,High,nasa_kc1
1,989.2,84.11,23,Low,nasa_kc1
21,13893.37,7.604200599707305,306,High,nasa_kc1
2,390.88,71.63,66,Low,nasa_kc1
2,326.13,98.89,13,Low,nasa_kc2
3,381.61,83.63,59,Low,synthetic
4,585.14,90.12,18,Low,nasa_kc1
1,2082.32,58.5,88,Medium,nasa_kc1
1,10,100,1,Low,nasa_kc1
6,10,89.53,67,Low,nasa_kc1
1,804.0,100,1,Low,nasa_kc1
1,10,100,28,Low,nasa_kc1
1,1917.92,84.64,18,Low,nasa_kc1
7,10,84.31981488875874,23,Low,nasa_kc2
25,10719.13,52.05,238,High,synthetic
8,3169.79,56.66,84,Medium,synthetic
8,4777.62,48.52,113,Medium,nasa_kc1
10,1345.35,100,1,Low,nasa_kc1
3,1158.33,100,1,Low,nasa_kc1
9,961.13,60.08590063610382,48,Medium,nasa_kc1
8,10,90.59,61,Low,nasa_kc2
6,1254.55,85.18,69,Low,synthetic
1,16.65,100,4,Low,nasa_pc1
1,4050.21,74.79,26,Medium,nasa_kc2
8,838.56,100,1,Low,nasa_kc1
1,302.32,88.29,26,Low,nasa_kc1
6,273.48,76.12,53,Low,nasa_pc1
4,6131.55,65.59916204666227,14,Medium,nasa_kc1
1,10,100,1,Low,nasa_kc1
1,1159.75,80.73,25,Low,synthetic
1,10,100,20,Low,nasa_kc1
1,1572.61,63.44,71,Medium,nasa_kc1
2,499.45,86.75,24,Low,nasa_kc1
3,540.7,100,10,Low,nasa_kc2
4,516.08,83.00007882120043,16,Low,nasa_kc2
3,10,100,33,Low,nasa_kc1
1,1390.8,76.49,33,Low,nasa_pc1
1,385.26,98.26,13,Low,nasa_kc2
5,636.13,81.73,29,Low,nasa_kc1
7,2612.03,67.55,43,Medium,nasa_kc1
1,10,100,10,Low,nasa_kc1
24,9177.93,44.52,413,High,synthetic
1,10,100,10,Low,nasa_pc1
6,4012.59,53.21,165,High,synthetic
1,642.24,94.4,14,Low,nasa_pc1
20,4657.72,10.71,221,High,synthetic
10,5798.99,37.89,199,High,nasa_kc2
12,7397.48,45.05,115,High,nasa_kc2
1,10,94.48,53,Low,nasa_kc1
2,19.35,100,11,Low,nasa_kc1
5,199.09,52.98930178163086,103,Low,nasa_kc1
8,289.72,49.959375554642875,123,Medium,nasa_kc2
2,184.99,100,11,Low,nasa_kc2
1,437.86,100,7,Low,nasa_pc1
2,1138.93,100,1,Low,nasa_kc1
22,9073.56,0.6088099368827926,310,High,nasa_kc1
8,3646.32,42.964893890329904,57,Medium,nasa_kc1
12,1479.67,56.0,94,Medium,synthetic
14,2834.58,44.74,155,High,nasa_kc1
1,961.18,97.75,10,Low,nasa_kc2
3,10,90.85874775536101,1,Low,nasa_kc2
9,1674.34,100,1,Low,nasa_kc1
12,1727.96,50.03,232,High,synthetic
2,10,100,25,Low,nasa_pc1
1,10,100,1,Low,nasa_kc1
8,461.38,61.429565679676045,32,Medium,nasa_kc2
5,76.68,78.04716614215269,1,Low,nasa_kc1
12,1904.09,54.25,109,Medium,synthetic
6,234.87,90.9,65,Low,synthetic
20,8859.34,16.77,374,High,synthetic
3,295.46,96.86,15,Low,nasa_kc1
27,5962.71,10.22,346,High,synthetic
29,5379.84,46.68,599,High,synthetic
3,4367.85,100,1,Low,nasa_kc1
1,634.34,85.73,24,Low,nasa_kc1
1,830.3,100,1,Low,nasa_kc1
6,10,100,31,Low,nasa_kc1
9,2299.97,70.21,106,Medium,synthetic
9,1642.28,85.156832163658,1,Low,nasa_pc1
1,10,100,19,Low,nasa_kc1
1,254.54,86.79,7,Low,synthetic
7,2646.35,52.11,111,Medium,nasa_kc2
2,520.33,100,8,Low,nasa_kc1
13,13657.96,37.42,211,High,synthetic
27,3067.41,31.342284155042694,158,High,nasa_kc1
1,10,100,26,Low,nasa_kc1
5,1050.1,77.4462950093893,1,Low,nasa_kc1
34,10013.43,40.64,555,High,synthetic
15,7295.11,41.4,246,High,synthetic
3,180.22,89.91,27,Low,nasa_pc1
12,4821.82,77.26,196,High,synthetic
14,1686.04,65.39,166,Medium,synthetic
7,360.2,89.68362333778052,7,Low,nasa_kc1
4,10,81.64322066283805,22,Low,nasa_kc1
1,263.38,100,1,Low,nasa_pc1
11,5944.27,42.77,144,High,nasa_kc2
9,4804.37,51.01,159,High,synthetic
2,10,100,9,Low,nasa_kc1
49,11058.13,2.0800944383620816,222,High,nasa_kc1
2,10,100,25,Low,nasa_kc2
15,14599.03,42.23,285,High,synthetic
1,368.72,100,1,Low,nasa_pc1
1,3427.85,68.68,40,Low,nasa_pc1
12,4929.02,37.93,221,High,synthetic
8,10,87.9,72,Low,nasa_pc1
29,14809.02,46.6,307,High,synthetic
3,495.82,78.28,40,Low,nasa_kc1
7,10,100,25,Low,nasa_kc1
1,239.27,100,2,Low,nasa_pc1
4,1910.45,46.03673763772098,60,Medium,nasa_pc1
2,865.81,100,1,Low,nasa_kc1
1,10,100,11,Low,nasa_pc1
4,1166.97,80.58,26,Low,nasa_kc1
1,1545.31,73.66,38,Low,nasa_kc1
23,10856.36,7.758062157366723,317,High,nasa_kc1
1,985.16,100,1,Low,nasa_kc1
2,1008.54,72.2,47,Low,nasa_kc1
1,3035.81,56.54,88,Medium,nasa_pc1
23,11060.84,1.5484209450664146,236,High,nasa_kc1
2,5862.63,62.71,48,Medium,nasa_kc1
3,1822.08,56.19,103,Medium,nasa_kc1
10,1591.27,70.97,108,Medium,synthetic
6,2687.81,52.01,223,Medium,synthetic
1,1820.72,73.68,36,Low,nasa_pc1
5,10,88.15,74,Low,nasa_pc1
6,752.0,75.42,40,Low,nasa_pc1
5,1488.07,77.67,30,Low,synthetic
7,520.81,68.26570364273962,17,Low,nasa_kc1
27,11538.17,19.91,385,High,synthetic
16,2987.82,44.32,152,High,nasa_pc1
13,2902.88,66.84,223,Medium,synthetic
3,1078.03,87.98,63,Low,synthetic
11,1986.41,38.212449620291096,47,High,nasa_kc1
2,2277.78,60.61,74,Medium,nasa_pc1
3,10,100,8,Low,nasa_kc2
1,204.36,99.24,15,Low,nasa_pc1
2,711.5,76.63,40,Low,nasa_pc1
3,776.93,98.4,10,Low,nasa_kc1
2,517.7,100,8,Low,nasa_kc1
1,475.46,91.89,18,Low,nasa_pc1
14,9570.78,24.1,375,High,nasa_kc1
11,1398.53,61.42,105,Medium,synthetic
27,17641.77,14.97,450,High,nasa_kc1
8,10,60.8569973965341,78,Medium,nasa_kc1
6,252.01,94.97,44,Low,synthetic
3,379.76,100,6,Low,nasa_pc1
5,4816.94,57.16,69,Medium,nasa_pc1
21,9354.61,24.75,396,High,synthetic
2,494.87,100,1,Low,nasa_pc1
10,3214.44,48.88,122,Medium,nasa_kc2
4,6818.3,49.1,103,Medium,nasa_kc1
3,10,100,2,Low,nasa_pc1
6,520.68,88.06,7,Low,synthetic
4,10,100,6,Low,nasa_kc1
32,10970.78,47.98,251,High,synthetic
16,69.3,60.43833739821402,120,Medium,nasa_pc1
1,87.74,94.72,26,Low,nasa_pc1
6,1571.24,76.25,30,Medium,nasa_kc1
4,1463.71,68.17,52,Low,nasa_pc1
13,3556.47,65.76982244128028,9,Medium,nasa_kc1
5,10,92.96,55,Low,nasa_kc1
1,840.43,69.7,59,Low,nasa_pc1
3,10,63.778424132509556,93,Low,nasa_kc2
7,1580.0,56.19,169,Medium,synthetic
4,2419.25,49.33071100497773,83,Medium,nasa_kc2
1,1290.08,88.61,16,Low,nasa_kc1
2,10,100,9,Low,nasa_pc1
1,5292.35,53.65,88,Medium,nasa_kc1
2,316.47,100,8,Low,nasa_pc1
21,4514.01,59.04,50,High,nasa_pc1
1,518.04,94.4,15,Low,nasa_kc1
5,10,67.39650608422306,118,Low,nasa_kc2
17,10243.35,50.95,215,High,synthetic
29,9829.28,24.82,573,High,synthetic
5,2755.42,45.49775445172365,56,Medium,nasa_kc2
14,3805.85,73.6,174,Medium,synthetic
9,3355.94,100,1,Low,nasa_kc2
6,10,75.43,160,Medium,nasa_kc1
3,142.5,80.43,43,Low,synthetic
13,3817.22,62.37,94,Medium,synthetic
8,3093.76,71.74,31,Medium,nasa_kc1
27,11275.98,13.64205245123462,324,High,nasa_kc1
1,93.85,100,17,Low,nasa_kc1
10,6836.91,46.78,109,Medium,nasa_kc1
1,373.44,100,5,Low,nasa_pc1
29,12796.09,36.54,583,High,synthetic
6,3575.74,100,4,Low,nasa_kc2
1,10,100,6,Low,nasa_kc1
5,10,100,33,Low,nasa_pc1
21,3630.98,79.26294187313513,1,Medium,nasa_kc1
6,589.08,55.48639958331079,37,Medium,nasa_kc1
5,2549.17,65.69,50,Low,nasa_kc1
2,1176.83,94.93,11,Low,nasa_kc1
26,6321.09,33.34061750010915,88,High,nasa_kc1
11,4470.79,68.0,217,High,synthetic
34,9053.53,22.64,438,High,synthetic
17,8452.52,47.8801679742351,27,High,nasa_kc1
5,1246.52,62.35004726286379,14,Low,nasa_kc1
5,10,80.87,116,Low,nasa_kc1
35,4082.85,44.53,457,High,synthetic
1,1249.23,100,1,Low,nasa_pc1
7,5712.77,100,1,Medium,nasa_kc1
27,10960.96,51.74,553,High,synthetic
5,3883.76,86.62,12,Low,nasa_kc1
27,4760.81,39.09,522,High,synthetic
2,88.37,95.09,25,Low,nasa_pc1
5,3423.94,79.0,20,Low,nasa_kc1
1,222.35,100,1,Low,nasa_pc1
21,11568.45,0,469,High,nasa_kc1
2,768.89,100,1,Low,nasa_kc2
33,8560.68,35.02,366,High,synthetic
2,10,100,1,Low,nasa_pc1
10,4201.94,50.15,148,Medium,synthetic
2,869.49,100,1,Low,nasa_kc2
3,117.95,81.32,78,Low,synthetic
